RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"350593","","Rundfunk-Sinfonie-Orchester Leipzig / Rundfunkchor Leipzig / Herbert Kegel / Horst Neumann / Ursula Reinhardt-Kiss / Giuseppe La Licata / Roswitha Trexler / Werner Haseleu","","","Como una ola de fuerza y luz; Epitaffio 1 &amp; 3","1994","0","w","","CD",  ""
"3532667","","Vidna Obmana &amp; PBK","","","Compositions : Depression &amp; Ideal","1989","0","w","","Cassette",  ""
"100941","","Conrad Schnitzler","","","Con","1978","0","w","","LP",  ""
"654832","","Conrad Schnitzler","","","Con 2+","2006","0","w","","CD",  ""
"148848","","Chicago Symphony Orchestra / Fritz Reiner","","","Concerto for Orchestra","1956","0","w","","LP",  ""
"14933158","","Ioss / The H.E.S.S.-Group","","","Concubine &amp; The H.E.S.S.-Group","1987","0","w","","Cassette",  ""
"1985822","","Autechre","","","Confield","2001","8","o","","MP3",  ""
"7400302","","Konflict / Reek of the Unzen Gas Fumes","","","Conflict Is Control / Poisonous Gas Thrower of Jigoku","2015","0","w","","Cassette",  ""
"7608971","","Illusion of Safety &amp; Dead Tech","","","Confusion","1988","7","o","","MP3",  ""
"4233","","Coil","","","Constant Shallowness Leads to Evil","2000","0","o","","MP3",  ""
"280331","","Ground-Zero","","","Consume Red","1997","0","w","","CD",  ""
"2888490","","Consumer Electronics","","","Consumer Electronics","1982","0","w","","Cassette",  ""
"40103","","Pestilence","","","Consuming Impulse","1989","9","n","","",  ""
"468790","","Sixth Comm","","","Content with Blood","1987","0","w","","LP",  ""
"512756","","Merzbow &amp; Kapotte Muziek","","","Continuum","1993","0","w","","LP",  ""
"122229","","Bläserquintett des Südwestfunks, Baden-Baden / Antoinette Vischer / György Ligeti / Gottfried Michael Koenig / Cornelius Cardew / Zsigmond Szathmáry / Karl-Erik Welin","","","Continuum; Zehn Stücke für Bläserquintett; Artikulation; Glissandi; Etüden für Orgel; Volumina","1988","8","o","","MP3",  ""
"3525914","","Béla Bartók / Joseph Szigeti / Benny Goodman","","","Contrasts for Violin, Clarinet and Piano","1940","0","o","","MP3",  ""
"1817652","","Luigi Russolo / Antonio Russolo","","","Corale / Serenata","1921","0","w","","LP",  ""
"204775","","CTI","","","Core: A Conspiracy International Project","1988","0","w","","LP",  ""
"606868","","Patife Band","","","Corredor polonês","1987","7","o","","MP3",  ""
"732290","","C.C.C.C.","","","Cosmic Coincidence Control Center","1992","0","w","","CD",  ""
"98134","","Tam Quam Tabula Rasa","","","Cotidie Morimur","1995","7","o","","MP3",  ""
"158031","","Muslimgauze","","","Coup d'Etat","1987","0","o","","MP3",  ""
"10028607","","Police des moeurs","","","Courir dans les ruines (2011-2014)","2019","0","w","","MP3",  ""
"708733","","Stereolab / Nurse With Wound","","","Crumb Duck [The Clawfist Recordings]","1996","0","o","","MP3",  ""
"537518","","Organum / Eddie Prévost","","","Crux / Flayed","1987","0","w","","LP",  ""
"10231212","","Remco Beekwilder","","","Culture Vulture LP","2019","0","w","","MP3",  ""
"204553","","Frank Bretschneider","","","Curve","2001","7","o","","MP3",  ""
"324305","","Coro da Camera della RAI / Nino Antonellini / Marino Zuccheri / Roland Kayn / Liliana Poli / Cadigia Bove / Elena Vicini / Marisa Mazzoni / Umberto Troni","","","Cybernetics III / Contrappunto dialettico alla mente","1970","0","w","","LP",  ""
"1542725","","F:A.R.","","","Da consumarsi con grazia","1984","0","w","","LP",  ""
"8010736","","Schwefelgelb","","","Dahinter das Gesicht","2017","7","o","","MP3",  ""
"5354641","","Due / Nostalgie Éternelle","","","Damned Forever Those Who Listen to This Tape","1989","0","w","","Cassette",  ""
"408376","","Aäkon Këëtrëh","","","Dans la forêt...","1996","7","o","","MP3",  ""
"482702","","Staatsoper Stuttgart / Lothar Zagrosek","","","Das Mädchen mit den Schwefelhölzern","2002","0","w","","MP3",  ""
"40097","","Immolation","","","Dawn of Possession","1991","9","o","","MP3",  ""
"3122204","","Big City Orchestra","","","Daydreams of Night","1986","7","o","","MP3",  ""
"536943","","Asmus Tietchens / Arcane Device","","","DBL.FDBK","1993","0","w","","CD",  ""
"100544","","Weakling","","","Dead as Dreams","2000","8","o","","MP3",  ""
"508105","","The Urinals","","","Dead Flowers","1978","0","w","","LP",  ""
"309405","","Gangsta Pat","","","Deadly Verses","1995","0","o","","MP3",  ""
"5209642","","Teitanblood","","","Death","2014","7","o","","MP3",  ""
"343472","","Goatmoon","","","Death Before Dishonour","2004","0","w","","CD",  ""
"1206880","","Have a Nice Life","","","Deathconsciousness","2008","3","u","","MP3",  ""
"85780","","The Chasm","","","Deathcult for Eternity: The Triumph","1998","0","o","","MP3",  ""
"1563615","","Byetone","","","Death of a Typographer","2008","7","n","","",  ""
"4642981","","Radical Change &amp; T.T.T.F. / Nostalgie Eternelle","","","Death of the Pop Noise","1989","0","w","","Cassette",  ""
"3107277","","Kapotte Muziek / The Grey Wolves","","","Death Pact 2","1988","0","w","","Cassette",  ""
"831766","","SleepResearchFacility","","","Deep_Frieze","2007","0","o","","MP3",  ""
"838590","","Asbestosdeath","","","Dejection / Unclean","2007","8","o","","MP3",  ""
"247568","","The Axis of Perdition","","","Deleted Scenes From the Transition Hospital","2005","0","u","","MP3",  ""
"4245203","","Delta-Sleep-Inducing Peptide","","","Delta-Sleep-Inducing Peptide","1989","0","w","","Cassette",  ""
"11091692","","Coprophilia","","","Demo '91 / 4-track Demo '92","2019","0","w","","Cassette",  ""
"4644913","","Die Synthetische Wohlfahrt","","","Demo 84","1984","0","w","","Cassette",  ""
"222896","","Crematory","","","Denial","1992","0","w","","CD",  ""
"6628851","","VI","","","De praestigiis angelorum","2015","7","o","","MP3",  ""
"3360383","","Depressive Silence","","","Depressive Silence II","1996","8","o","","MP3",  ""
"9429","","Caspar Brötzmann Massaker","","","Der Abend der schwarzen Folklore","1992","8","w","","MP3",  ""
"3143958","","Endstufe","","","Der Clou","1987","0","w","","LP",  ""
"2819500","","Bayreuther Festspiele / Pierre Boulez","","","Der Ring des Nibelungen","2006","0","w","","CD",  ""
"1915427","","Asko Ensemble / Schönberg Ensemble / Slagwerkgroep Den Haag / Reinbert de Leeuw / Bon / Dullaert / de Zeeuw / Vos","","","Des canyons aux étoiles...","1995","0","w","","CD",  ""
"272857","","The Schoenberg Ensemble / Reinbert de Leeuw","","","De staat","1991","0","w","","CD",  ""
"7281500","","Nederlands Blazers Ensemble / Nederlands Kamerkoor / Radio Blazers Ensemble / Lucas Vis / Huub Kerstens / Gilius van Bergeijk / Louis Andriessen","","","De staat; Il Principe; Il Duce; Hoketus","1977","0","w","","LP",  ""
"542041","","Christoph de Babalon","","","Destroy Berlin!","1996","7","o","","MP3",  ""
"109149","","Incantation","","","Diabolical Conquest","1998","8","n","","",  ""
"253601","","Luciano Cilio","","","Dialoghi del presente","1977","0","o","","MP3",  ""
"582599","","Ghédalia Tazartès","","","Diasporas","1979","0","w","","LP",  ""
"866331","","Vincent Royer / Jean-Philippe Collard-Neven / Luc Ferrari","","","Didascalies","2007","8","w","","MP3",  ""
"170684","","Rhys Chatham","","","Die Donnergötter","1987","0","w","","LP",  ""
"8997","","Heiner Müller &amp; Einstürzende Neubauten","","","Die Hamletmaschine","1991","0","w","","CD",  ""
"18856","","Deutsch Amerikanische Freundschaft","","","Die Kleinen und die Bösen","1980","0","w","","LP",  ""
"1260702","","Dier","","","Dier (Squareroot 1)","","6","o","","MP3",  ""
"755720","","Kronos Quartet / Pat Metheny","","","Different Trains; Electric Counterpoint","1989","0","w","","LP",  ""
"46937","","SPK","","","Digitalis Ambigua: Gold and Poison","1987","4","n","","",  ""
"2474892","","Krallice","","","Dimensional Bleedthrough","2009","8","o","","MP3",  ""
"5168","","King Crimson","","","Discipline","1981","0","w","","LP",  ""
"287744","","Amorphis","","","Disment of Soul","1991","7","o","","MP3",  ""
"598851","","Necrovore","","","Divus de mortuus","1987","7","o","","MP3",  ""
"16449","","Throbbing Gristle","","","D.o.A: The Third and Final Report of Throbbing Gristle","1978","8","n","","",  ""
"512735","","Merzbow Kapotte Muziek","","","Documentation / Collaboration","1990","0","w","","LP",  ""
"600258","","MØHR / Tam Quam Tabula Rasa","","","D.o.d. / Leipsanon","1991","0","w","","Cassette",  ""
"1665170","","SPK","","","Dokument III0 1979 - 1983","2008","0","w","","MP3",  ""
"6591555","","Consumer Electronics","","","Dollhouse Songs","2015","5","n","","",  ""
"12817","","Meredith Monk","","","Dolmen Music","1981","0","w","","LP",  ""
"12140470","","Ensemble Resonanz / Ensemble intercontemporain / SWR Sinfonieorchester / Klangforum Wien / SWR Experimentalstudio / Deutscher Kammerchor / Bas Wiegers / Matthias Pintscher / Tito Ceccherini / Viktoriia Vitrenko / Sylvain Cambreling / Michael Schmid / Eva Reiter / Susanne Fröhlich","","","Donaueschinger Musiktage 2019","2020","0","w","","SACD",  ""
"37282","","Don Caballero","","","Don Caballero 2","1995","6","o","","MP3",  ""
"10012685","","RX-101","","","Dopamine","2019","7","w","","MP3",  ""
"1767970","","Les Rallizes DéNudés","","","Double Heads: Legendary Live  - Yaneura Shibuya, Tokyo 1980–1981","2007","8","o","","MP3",  ""
"248245","","No Comment","","","Downsided","1992","0","w","","LP",  ""
"713","","The Fall","","","Dragnet","1979","0","w","","LP",  ""
"52888","","M. Gira","","","Drainland","1995","0","u","","MP3",  ""
"9736","","Beherit","","","Drawing Down the Moon","1993","7","o","","MP3",  ""
"308413","","La Monte Young / Marian Zazeela / Theatre of Eternal Music","","","Dream House 78' 17&#34;","1974","0","w","","LP",  ""
"140540","","Steve Roach","","","Dreamtime Return","1988","8","u","","MP3",  ""
"1826338","","Evan Marc &amp; Steve Hillage","","","Dreamtime Submersible","2008","0","w","","CD",  ""
"1846286","","Blackout","","","Dreamworld","1995","0","o","","MP3",  ""
"44424","","The Railway Raver","","","Drop Acid Not Bombs","1998","0","w","","CD",  ""
"378183","","Biosphere","","","Dropsonde","2005","0","w","","LP",  ""
"793","","Pere Ubu","","","Dub Housing","1978","0","o","","MP3",  ""
"10595","","The Residents","","","Duck Stab / Buster &amp; Glen","1978","8","n","","",  ""
"93513","","Valium Aggelein","","","Dweller on the Threshold","1997","0","o","","MP3",  ""
"10112784","","Pedestrian Deposit","","","Dyers' Hands","2019","7","n","","",  ""
"2955104","","S·Core","","","Dysphonia","1989","0","w","","Cassette",  ""
"2102766","","Asmus Tietchens + Okko Bekker","","","E","1988","0","w","","LP",  ""
"25526","","Manuel Göttsching","","","E2-E4","1984","8","o","","MP3",  ""
"32863","","Earth","","","Earth 2: Special Low Frequency Version","1993","7","n","","",  ""
"640155","","Eavesdropper &amp; Waterman","","","Eavesdropper &amp; Waterman","2005","0","w","","CD",  ""
"1360820","","Big City Orckestra","","","Edge of Destruction","1986","0","w","","Cassette",  ""
"10012598","","Paula Temple","","","Edge of Everything","2019","4","n","","",  ""
"684626","","Esplendor Geométrico","","","Eg-1 +","2000","7","o","","MP3",  ""
"4139063","","Developer / Stanislav Tolkachev / Truncate","","","Eight","2012","0","w","","MP3",  ""
"821286","","William Basinski","","","El Camino Real","2007","0","w","","CD",  ""
"184983","","Arne Nordheim / Biosphere / Deathprod","","","Electric / Transformed","1998","0","w","","CD",  ""
"1021127","","Groupe de recherches musicales de l'O.R.T.F. / Iannis Xenakis","","","Electro-Acoustic Music","1970","0","w","","LP",  ""
"2302395","","University of Toronto Electronic Music Studio","","","Electronic Music","1967","0","w","","LP",  ""
"9231010","","Carl Stone","","","Electronic Music From the Eighties and Nineties","2018","0","w","","LP",  ""
"147940","","Pauline Oliveros","","","Electronic Works 1965-1966","1997","0","w","","CD",  ""
"9561228","","François Bayle","","","Electrucs !","2018","8","o","","MP3",  ""
"2219965","","Formes Nouvelles","","","Elements 1981 - 1984","2008","0","w","","CD",  ""
"2207587","","Ensemble für Neue Musik Zürich / Jürg Henneberger","","","Eleven Echoes of Autumn; Four Nocturnes; Vox balaenae; Dream Sequence","1996","0","w","","CD",  ""
"9694587","","Muslimgauze","","","Eleven Minarets","2018","8","u","","MP3",  ""
"9694593","","Muslimgauze","","","Eleven Minarets","2018","7","n","","",  ""
"98731","","Invisible","","","El jardín de los presentes","1976","0","w","","LP",  ""
"68622","","Ella Fitzgerald","","","Ella Swings Lightly","1959","0","w","","LP",  ""
"7409569","","Autechre","","","elseq 1","2016","0","o","","MP3",  ""
"7409573","","Autechre","","","elseq 2","2016","0","o","","MP3",  ""
"7409582","","Autechre","","","elseq 3","2016","0","o","","MP3",  ""
"7409586","","Autechre","","","elseq 4","2016","0","o","","MP3",  ""
"7409590","","Autechre","","","elseq 5","2016","0","o","","MP3",  ""
"10267536","","Volahn","","","El tigre del sur","2019","0","o","","MP3",  ""
"3791118","","Function","","","Ember","2011","8","o","","MP3",  ""
"419028","","Thanatos","","","Emerging From the Netherworlds","1990","0","w","","CD",  ""
"7402970","","Emma Zunz","","","Emma Zunz","2016","8","o","","MP3",  ""
"7644985","","Secret Stairways","","","Enchantment of the Ring","1997","0","o","","MP3",  ""
"2648103","","DJ Tron","","","End of the Fucking World","1996","0","w","","Cassette",  ""
"539038","","M. B.","","","Endometrio","1982","0","o","","MP3",  ""
"9740353","","Linekraft","","","Engineering Analysis of Inner Death","2018","6","n","","",  ""
"2083616","","Beherit","","","Engram","2009","0","w","","CD",  ""
"11014","","Wu-Tang Clan","","","Enter the Wu-Tang (36 Chambers)","1993","0","o","","MP3",  ""
"11603743","","Mourouche","","","Environnement Sonore Chronique","1999","8","o","","MP3",  ""
"3839","","Autechre","","","EP7","1999","0","o","","MP3",  ""
"600005","","Ultima Rota Carri","","","Epikedeion","1990","0","o","","MP3",  ""
"5208830","","From Nursery to Misery","","","Equilibrium","1990","0","w","","Cassette",  ""
"94050","","David Lynch &amp; Alan R. Splet","","","Eraserhead","1982","0","w","","LP",  ""
"1400043","","François Bayle","","","Erosphère","1990","0","w","","CD",  ""
"3041165","","Larsen &amp; Nurse With Wound","","","Erroneous, a Selection of Errors","2010","0","w","","CD",  ""
"319807","","Keith Rowe / Sachiko M / Toshimaru Nakamura / Otomo Yoshihide","","","ErstLive 005","2005","0","w","","CD",  ""
"28310","","The Residents","","","Eskimo","1979","0","w","","LP",  ""
"13344","","Miles Davis","","","E.S.P.","1965","0","o","","MP3",  ""
"5785057","","Consumer Electronics","","","Estuary English","2014","4","n","","",  ""
"22204","","Abyssic Hate","","","Eternal Damnation","1998","6","o","","MP3",  ""
"12462427","","Eranthos","","","Eternal Decay","2021","6","n","","",  ""
"1614491","","Pierre Schaeffer","","","Étude aux objets - Étude aux allures - Étude aux sons animés - Étude de bruits - L'oiseau R A I - Suite quatorze","1971","0","w","","LP",  ""
"283379","","Speed Glue &amp; Shinki","","","Eve","1971","5","o","","MP3",  ""
"2033949","","Big City Orchestra","","","Everyman Is a Volume","1988","8","o","","MP3",  ""
"900439","","A.I.Z","","","Excrémentals","1985","0","w","","Cassette",  ""
"10599537","","Function","","","Existenz","2019","0","w","","CD",  ""
"14790305","","The Soft Moon","","","Exister","2022","0","w","","MP3",  ""
"12835609","","Perfect Angels","","","Exit From the Ultra-World","2021","0","w","","MP3",  ""
"493511","","Altar / Cartilage","","","Ex Oblivione / The Fragile Concept of Affection","1992","8","o","","MP3",  ""
"600144","","Nostalgie Éternelle / Brain Ink","","","Experiments From the Laboratory","1989","0","o","","MP3",  ""
"9197572","","DJ Kafk Frantz","","","Explore Toi 37","2002","0","w","","Cassette",  ""
"3670342","","Cold Warrior and the Mercenary Band","","","Extended Play","1980","6","o","","MP3",  ""
"99574","","R.L. Crutchfield's Dark Day","","","Exterminating Angel","1980","0","o","","MP3",  ""
"694495","","Mira Calix","","","Eyes Set Against the Sun","2007","0","w","","CD",  ""
"2440","","Godspeed You Black Emperor!","","","F♯A♯∞","1998","8","u","","MP3",  ""
"302021","","Absurd","","","Facta Loquuntur","1996","0","w","","CD",  ""
"4893148","","Agog &amp; De Fabriek","","","Factories Astir + Factories in Flux","1987","0","w","","Cassette",  ""
"319","","The Cure","","","Faith","1981","0","w","","LP",  ""
"18117","","Blasphemy","","","Fallen Angel of Doom....","1990","8","o","","MP3",  ""
"15080762","","Taku Sugimoto","","","Falls","2023","0","w","","MP3",  ""
"1834357","","Aidan Baker &amp; Tim Hecker","","","Fantasma Parastasie","2008","6","o","","MP3",  ""
"2415899","","The Chasm","","","Farseeing the Paranormal Abysm","2009","0","o","","MP3",  ""
"370534","","Rehberg &amp; Bauer","","","Faßt","1997","0","w","","CD",  ""
"553743","","Pedestrian Deposit","","","Fatale","2006","8","o","","MP3",  ""
"6210","","Faust","","","Faust IV","1973","8","o","","MP3",  ""
"4142708","","Mika Vainio","","","Fe₃O₄ - Magnetite","2012","6","u","","MP3",  ""
"948741","","Plus Instruments","","","Februari - April '81","1981","0","w","","LP",  ""
"720862","","Muslimgauze","","","Fedayeen","1998","0","w","","MP3",  ""
"184789","","Incapacitants","","","Feedback of N.M.S.","1990","0","w","","CD",  ""
